BALL|||||||||NUB|RPH|NUB|RPH|NUB|RPH|NUB||NUB|RPH|NUB||NUB||NUB||NUB|RPH|NUB||NUB|RPH||
COUNT|Sr-Singles|Fa-24|18|12/30/24|3|22|NUB|RPH|X||X||9|/|X||X||X||X||X||9|-|9|-||||
LEAVE|||||||||||||4||||||||||||10||7|||||
SCORE|||||||||29||49||69||99||129||159||188||207||216||225|||||
TYPE||||||||||||||||||||||||||||||||
BOARD|||||||||pocket||pocket||h-pocket||pocket||pocket||pocket||pocket||pocket||pocket|right|pocket|right||||
LANE|||||||||22||21||22||21||22||21||22||21||22||21|||||
BALL|||||||||NUB||NUB||NUB|RPH|NUB||NUB||NUB||NUB||NUB||NUB|RPH|NUB|RPH||||
COUNT|Sr-Singles|Fa-24|27|3/17/25|1|22|RPH|RPH|X||X||8|1|X||7|/|9|/|X||9|/|9|/|X||X||9|
LEAVE|||||||||||||27|7|||245||5||||7||4||||||5|
SCORE|||||||||28||47||56||76||95||115||135||154||174||203|||||
TYPE|||||||||||||m-split-1|m-split-2||||||||||||||||||
BOARD|||||||||pocket||pocket||light|right|||light||light||||pocket||h-pocket||||||brooklyn|
LANE|||||||||22||21||22||21||22||21||22||21||22||21||21||21|
BALL|||||||||RPH||RPH||RPH|RPH|RPH||RPH|RPH|RPH|RPH|RPH||RPH|RPH|RPH|RPH|RPH||RPH||RPH|
COUNT|Sr-Singles|Fa-24|27|3/17/25|2|21|RPH|RPH|X||8|/|X||9|/|7|/|X||9|/|X||X||8|1||||
LEAVE|||||||||||25||||10||3610||||7||||||710|7||||
SCORE|||||||||20||40||60||77||97||117||137||165||184||193|||||
TYPE||||||||||||||||||||||||||||||||
BOARD|||||||||pocket||light||pocket||pocket||high||pocket||pocket||pocket||pocket||pocket|||||
LANE|||||||||21||22||21||22||21||22||21||22||21||22|||||
BALL|||||||||RPH||RPH|RPH|RPH||RPH|RPH|RPH|RPH|RPH||RPH|RPH|RPH||RPH||RPH|RPH||||
COUNT|Sr-Singles|Fa-24|27|3/17/25|3|22|RPH|RPH|X||X||X||9|/|X||X||9|/|X||X||9|/|8|||
LEAVE|||||||||||||||4||||||10||||||7||310|||
SCORE|||||||||30||59||79||99||128||148||168||197||217||235|||||
TYPE|||||||||||||||||||||||||||||m-split-1|||
BOARD|||||||||pocket||pocket||pocket||h-pocket||pocket||pocket||pocket||pocket||pocket||pocket||high|||
LANE|||||||||22||21||22||21||22||21||22||21||22||21||21|||
BALL|||||||||RPH||RPH||RPH||RPH|RPH|RPH||RPH||RPH|RPH|RPH||RPH||RPH|RPH|RPH|||
COUNT|Sr-Singles|Fa-24|28|3/24/25|1|22|RPH|RPH|X||9|/|X||9|/|7|/|9|/|X||X||X||6|1||||
LEAVE|||||||||||4||||10||245||10||||||||4679|467||||
SCORE|||||||||20||40||60||77||96||116||146||172||189||196|||||
TYPE|||||||||||||||||||||||||||split-1|split-2||||
BOARD|||||||||light||h-pocket||pocket||pocket||light||pocket||pocket||pocket||pocket||nose|left||||
LANE|||||||||22||21||22||21||22||21||22||21||22||21|||||
BALL|||||||||RPH||RPH|RPH|RPH||RPH|RPH|RPH|RPH|RPH|RPH|RPH||RPH||RPH||RPH|RPH||||
COUNT|Sr-Singles|Fa-24|28|3/24/25|2|21|RPH|RPH|X||X||8|1|9|/|X||9|/|5|1|X||9|/|6|/|9|||
LEAVE|||||||||||||410||5||||7||467910|46710|||10||2458||10|||
SCORE|||||||||28||47||56||76||96||111||117||137||153||172|||||
TYPE|||||||||||||split-1|split-2|||||||split-1|split-2||||||||||
BOARD|||||||||pocket||pocket||high||light||pocket||pocket||nose|left|pocket||pocket||light||pocket|||
LANE|||||||||21||22||21||22||21||22||21||22||21||22||22|||
BALL|||||||||RPH||RPH||RPH|RPH|RPH|RPH|RPH||RPH|RPH|RPH|RPH|RPH||RPH|RPH|RPH|RPH|NUB|||
COUNT|Sr-Singles|Fa-24|28|3/24/25|3|22|NUB|RPH|X||9|/|X||X||X||8|1|7|/|X||9|/|X||X||X|
LEAVE|||||||||||7||||||||410||245||||4|||||||
SCORE|||||||||20||40||70||98||117||126||146||166||186||216|||||
TYPE|||||||||||||||||||split-1|split-2||||||||||||
BOARD|||||||||pocket||pocket||pocket||pocket||pocket||high||light||pocket||h-pocket||pocket||pocket||pocket|
LANE|||||||||22||21||22||21||22||21||22||21||22||21||21||21|
BALL|||||||||NUB||NUB|RPH|NUB||NUB||NUB||NUB|RPH|NUB|RPH|NUB||NUB|RPH|NUB||NUB||NUB|
COUNT|Sr-Singles|Fa-24|29|3/31/25|1|25|NUB|RPH|5|/|X||X||X||7|2|X||X||9|/|9|/|X||7|/||
LEAVE|||||||||124610||||||||3610|3|||||6||10||||3610|||
SCORE|||||||||20||50||77||96||105||134||154||173||193||213|||||
TYPE|||||||||wash-1|wash-2||||||||||||||||||||||
BOARD|||||||||right||||||||high|right|||||high||||||high|||
LANE|||||||||25||26||25||26||25||26||25||26||25||26||26|||
BALL|||||||||NUB|RPH|NUB||NUB||NUB||NUB|RPH|NUB||NUB||NUB|RPH|NUB|RPH|NUB||NUB|RPH||
COUNT|Sr-Singles|Fa-24|29|3/31/25|2|26|NUB|RPH|9|/|X||9|-|X||X||9|-|X||9|/|6|/|X||9|/||
LEAVE|||||||||2||||10|10|||||7|7|||2||2458||||4|||
SCORE|||||||||20||39||48||77||96||105||125||141||161||181|||||
TYPE||||||||||||||||||||||||||||||||
BOARD|||||||||light|||||right||||||right|||light||light||||h-pocket|||
LANE|||||||||26||25||26||25||26||25||26||25||26||25||25|||
BALL|||||||||NUB|RPH|NUB||NUB|RPH|NUB||NUB||NUB|RPH|NUB||NUB|RPH|NUB|RPH|NUB||NUB|RPH||
COUNT|Sr-Singles|Fa-24|29|3/31/25|3|25|NUB|RPH|X||9|-|X||8|/|X||9|/|X||8|/|8|/|X||X||X|
LEAVE|||||||||||6|6|||25||||10||||25||28|||||||
SCORE|||||||||19||28||48||68||88||108||128||146||166||196|||||
TYPE||||||||||||||||||||||||||||||||
BOARD|||||||||||high|left|||light||||||||light||light|||||||
LANE|||||||||25||26||25||26||25||26||25||26||25||26||26|||
BALL|||||||||NUB||NUB|RPH|NUB||NUB|RPH|NUB||NUB|RPH|NUB||NUB|RPH|NUB|RPH|NUB||NUB||NUB|
COUNT|Sr-Singles|Fa-24|30|4/7/25|1|22|RPH|RPH|8|/|X||9|/|9|/|7|/|X||X||9|/|9|/|X||9|-||
LEAVE|||||||||610||||2||10||245||||||10||8||||10|10||
SCORE|||||||||20||40||59||76||96||125||145||164||184||203|||||
TYPE||||||||||||||||||||||||||||||||
BOARD|||||||||high||pocket||light||pocket||light||pocket||pocket||pocket||pocket||||pocket|right||
LANE|||||||||22||21||22||21||22||21||22||21||22||22||22|||
BALL|||||||||RPH|RPH|RPH||RPH|RPH|RPH|RPH|RPH|RPH|RPH||RPH||RPH|RPH|RPH|RPH|RPH||RPH|RPH||
COUNT|Sr-Singles|Fa-24|30|4/7/25|2|21|RPH|RPH|9|/|8|/|6|/|7|/|9|/|9|/|8|/|X||X||8|/|6|||
LEAVE|||||||||3||25||3467||248||10||10||47||||||28||36910|||
SCORE|||||||||18||34||51||70||89||107||127||155||175||191|||||
TYPE|||||||||||||m-split-1|m-split-2||||||||||||||||||
BOARD|||||||||high||light||high||light||pocket||pocket||h-pocket||pocket||pocket||light||high|||
LANE|||||||||21||22||21||22||21||22||21||22||21||22||22|||
BALL|||||||||RPH|RPH|RPH|RPH|NUB|RPH|NUB|RPH|NUB|RPH|NUB|RPH|NUB|RPH|NUB||NUB||NUB|RPH|NUB|||
COUNT|Sr-Singles|Fa-24|30|4/7/25|3|22|NUB|RPH|X||8|/|9|-|X||X||X||6|2|9|/|9|/|X||X||9|
LEAVE|||||||||||610||10|10|||||||46710|610|10||10||||||7|
SCORE|||||||||20||39||48||78||104||122||130||149||169||198|||||
TYPE||||||||||||||||||||||||||||||||
BOARD|||||||||pocket||high||pocket|right|pocket||pocket||pocket||nose||pocket||pocket||pocket||pocket||pocket|
LANE|||||||||22||21||22||21||22||21||22||21||22||22||22|||
BALL|||||||||NUB||NUB|RPH|NUB|RPH|NUB||NUB||NUB||NUB||NUB|RPH|NUB|RPH|NUB||NUB||NUB|
COUNT|Sr-Singles|Fa-24|31|4/14/25|1|21|RPH|RPH|7|/|9|/|X||9|/|7|/|X||X||8|/|9|/|7|/|X|||
LEAVE|||||||||128||5||||2||258||||||25||4||245|||||
SCORE|||||||||19||39||59||76||96||124||144||163||180||200|||||
TYPE||||||||||||||||||||||||||||||||
BOARD|||||||||right||light||pocket||light||light||pocket||pocket||light||h-pocket||light||pocket|||
LANE|||||||||21||22||21||22||21||22||21||22||21||22||22|||
BALL|||||||||RPH||RPH||RPH||RPH||RPH||RPH||RPH||RPH||RPH||RPH||NUB|||
COUNT|Sr-Singles|Fa-24|31|4/14/25|2|22|NUB|RPH|X||7|/|9|/|X||9|/|X||7|/|X||9|/|9|/|6|||
LEAVE|||||||||||6910||10||||10||||245||||7||4||36910|||
SCORE|||||||||20||39||59||79||99||119||139||159||178||194|||||
TYPE||||||||||||||||||||||||||||||||
BOARD|||||||||pocket||high||pocket||nose||pocket||pocket||light||pocket||pocket||h-pocket||high|||
LANE|||||||||22||21||22||21||22||21||22||21||22||21||21|||
BALL|||||||||NUB||NUB||NUB||NUB||NUB||NUB||NUB||NUB||NUB||NUB||RPH|||
COUNT|Sr-Singles|Fa-24|31|4/14/25|3|21|RPH|RPH|X||9|/|X||9|/|X||X||7|/|X||7|/|X||X||7|
LEAVE|||||||||||2||||2||||||3610||||3610||||||248|
SCORE|||||||||20||40||60||80||107||127||147||167||187||214|||||
TYPE||||||||||||||||||||||||||||||||
BOARD|||||||||pocket||light||pocket||light||pocket||pocket||high||pocket||high||pocket||h-pocket||light|
LANE|||||||||21||22||21||22||21||22||21||22||21||22||22||22|
BALL|||||||||RPH||RPH||RPH||RPH||RPH||RPH||RPH||RPH||RPH||RPH||RPH||RPH|
COUNT|Sr-Singles|Fa-24|32|4/21/25|1|21|RPH|RPH|X||X||X||X||9|/|6|3|X||X||9|/|X||9|/||
LEAVE|||||||||||||||||10||24810|10|||||4||||5|||
SCORE|||||||||30||60||89||109||125||134||163||183||203||223|||||
TYPE|||||||||||||||||||split-1|split-2||||||||||||
BOARD|||||||||pocket||pocket||nose||pocket||pocket||light||pocket||pocket||h-pocket||pocket||l-pocket|||
LANE|||||||||21||22||21||22||21||22||21||22||21||22||22|||
BALL|||||||||RPH||RPH||RPH||RPH||RPH|RPH|RPH|RPH|RPH||RPH||RPH|RPH|RPH||RPH|RPH||
COUNT|Sr-Singles|Fa-24|32|4/21/25|2|22|RPH|RPH|X||X||9|/|8|/|X||X||X||X||6|2|X||8|/||
LEAVE|||||||||||||7||47||||||||||2458|24|||47|||
SCORE|||||||||29||49||67||87||117||147||173||191||199||219|||||
TYPE||||||||||||||||||||||||||||||||
BOARD|||||||||pocket||light||l-pocket||h-pocket||pocket||pocket||pocket||pocket||light|right|pocket||h-pocket|||
LANE|||||||||22||21||22||21||22||21||22||21||22||21||21|||
BALL|||||||||RPH||RPH||RPH|RPH|RPH|RPH|RPH||RPH||RPH||RPH||RPH|RPH|RPH||RPH|RPH||
COUNT|Sr-Singles|Fa-24|32|4/21/25|3|21|RPH|RPH|X||X||X||X||X||9|/|9|/|X||9|/|X||8|1||
LEAVE|||||||||||||||||||4||4||||9||||25|2||
SCORE|||||||||30||60||90||118||139||158||178||198||218||237|||||
TYPE||||||||||||||||||||||||||||||||
BOARD|||||||||pocket||pocket||pocket||pocket||pocket||h-pocket||l-pocket||pocket||pocket||pocket||light|right||
LANE|||||||||21||22||21||22||21||22||21||22||21||22||22|||
BALL|||||||||RPH||RPH||RPH||RPH||RPH||RPH|RPH|RPH|RPH|RPH||RPH|RPH|RPH||RPH|RPH||
COUNT|Sr-Trio|Fa-24|1|8/30/24|1|9|NUB|NUB|6|/|X||8|/|6|3|9|-|X||6|/|9|/|X||9|/|X|||
LEAVE|||||||||36910||||39||36910|9|10|10|||1248||5||||7|||||
SCORE|||||||||20||40||56||65||74||94||113||133||153||173|||||
TYPE||||||||||||||||||||||||||||||||
BOARD|||||||||high||brooklyn||high||high|right|pocket|left|||right||brooklyn|||||||||
LANE|||||||||9||10||9||10||9||10||9||10||9||10||10|||
BALL|||||||||NUB|NUB|NUB||NUB|NUB|NUB|NUB|NUB|NUB|NUB||NUB|NUB|NUB|NUB|NUB||NUB|NUB|NUB|||
COUNT|Sr-Trio|Fa-24|1|8/30/24|2|10|NUB|NUB|X||7|2|X||7|1|8|-|8|1|9|/|X||X||8|/|9|||
LEAVE|||||||||||467|2|||3610|610|310|310|310|10|10||||||610||4|||
SCORE|||||||||19||28||46||54||62||71||91||119||139||158|||||
TYPE|||||||||||split-1|split-2|||||m-split-1|m-split-3|m-split-1|m-split-2||||||||||||
BOARD|||||||||||nose||||high|chop|high|gutter|high|left|||||brooklyn||high||h-pocket|||
LANE|||||||||10||9||10||9||10||9||10||9||10||9||9|||
BALL|||||||||NUB||NUB|NUB|NUB||NUB|NUB|NUB|NUB|NUB|NUB|NUB|NUB|NUB||NUB||NUB|NUB|NUB|||
COUNT|Sr-Trio|Fa-24|1|8/30/24|3|9|NUB|NUB|X||X||X||7|/|7|/|7|/|9|-|X||7|2|X||9|/||
LEAVE|||||||||||||||3610||245||245||10|10|||4710|10|||10|||
SCORE|||||||||30||57||77||94||111||130||139||158||167||187|||||
TYPE|||||||||||||||||||||||||split-1|split-2||||||
BOARD|||||||||||||||high||light||light|||left|||h-pocket||pocket||pocket|||
LANE|||||||||9||10||9||10||9||10||9||10||9||10||10|||
BALL|||||||||NUB||NUB||NUB||NUB|NUB|NUB|NUB|NUB|NUB|NUB|NUB|NUB||NUB|NUB|NUB||NUB|NUB||
COUNT|Sr-Trio|Fa-24|2|9/6/24|1|4|NUB|NUB|6|3|7|/|X||X||8|/|7|/|9|/|9|-|6|/|8|-||||
LEAVE|||||||||24810|10|1210||||||610||124||8||10|10|2458||610|610||||
SCORE|||||||||9||29||57||77||94||113||132||141||159||167|||||
TYPE|||||||||split-1|split-2|wash-1|wash-2||||||||||||||||||||
BOARD|||||||||light||right||pocket||pocket||high||right||ight||pocket|left|light||high|right||||
LANE|||||||||4||3||4||3||4||3||4||3||4||3|||||
BALL|||||||||NUB|NUB|NUB|NUB|NUB||NUB||NUB|NUB|NUB|NUB|NUB|NUB|NUB|NUB|NUB|NUB|NUB|NUB||||
COUNT|Sr-Trio|Fa-24|2|9/6/24|2|3|NUB|NUB|X||X||X||9|/|7|2|9|/|X||8|-|X||9|/|X|||
LEAVE|||||||||||||||10||245|4|10||||610|610|||4|||||
SCORE|||||||||30||59||79||96||105||125||143||151||171||191|||||
TYPE||||||||||||||||||||||||||||||||
BOARD|||||||||pocket||pocket||pocket||pocket||light||pocket||pocket||high|right|pocket||h-pocket||pocket|||
LANE|||||||||3||4||3||4||3||4||3||4||3||4||4|||
BALL|||||||||NUB||NUB||NUB||NUB|NUB|NUB|NUB|NUB|NUB|NUB||NUB|NUB|NUB||NUB|NUB|NUB|||
COUNT|Sr-Trio|Fa-24|2|9/6/24|3|4|NUB|NUB|9|/|X||7|-|9|/|X||9|/|9|/|X||7|2|9|/|X|||
LEAVE|||||||||7||||367|367|10||||2||7||||6710|7|2|||||
SCORE|||||||||20||37||44||64||84||103||123||142||151||171|||||
TYPE|||||||||||||m-split-1|m-split-2||||||||||||||||||
BOARD|||||||||pocket||pocket||high|gutter|pocket||pocket||light||pocket||pocket||nose||light||pocket|||
LANE|||||||||4||3||4||3||4||3||4||3||4||3||3|||
BALL|||||||||NUB|NUB|NUB||NUB|NUB|NUB|NUB|NUB||NUB|NUB|NUB|NUB|NUB||NUB|NUB|NUB|NUB|NUB|||
COUNT|Sr-Trio|Fa-24|3|9/13/24|1|25|NUB|NUB|9|-|X||7|2|9|/|X||X||6|3|X||X||9|/|9|||
LEAVE|||||||||10|10|||2810|10|5||||||36710|7|||||9||2|||
SCORE|||||||||9||28||37||57||83||102||111||140||160||179|||||
TYPE|||||||||||||split-1|split-2|||||||m-split-1|m-split-2||||||||||
BOARD|||||||||pocket||light||light||brooklyn||pocket||pocket||high|left|pocket||pocket||brooklyn||light|||
LANE|||||||||25||26||25||26||25||26||25||26||25||26||26|||
BALL|||||||||NUB|NUB|NUB||NUB|NUB|NUB|NUB|NUB||NUB||NUB|NUB|NUB||NUB||NUB|NUB|NUB|||
COUNT|Sr-Trio|Fa-24|3|9/13/24|2|26|NUB|NUB|X||X||X||X||9|/|X||X||7|/|X||X||8|/||
LEAVE|||||||||||||||||10||||||1210||||||610|||
SCORE|||||||||30||60||89||109||129||156||176||196||226||246|||||
TYPE|||||||||||||||||||||||wash-1|wash-2||||||||
BOARD|||||||||pocket||pocket||pocket||pocket||pocket||pocket||pocket||right||pocket||pocket||high|||
LANE|||||||||26||25||26||25||26||25||26||25||26||25||25|||
BALL|||||||||NUB||NUB||NUB||NUB||NUB|NUB|NUB||NUB||NUB|NUB|NUB||NUB||NUB|NUB||
COUNT|Sr-Trio|Fa-24|3|9/13/24|3|25|NUB|NUB|8|/|7|/|9|/|X||5|3|8|1|7|2|X||9|/|X||X||9|
LEAVE|||||||||610||245||9||||467910|47|36|6|2410|10|||10||||||9|
SCORE|||||||||17||36||56||74||82||91||100||120||140||169|||||
TYPE|||||||||||||||||||||split-1|split-2||||||||||
BOARD|||||||||high||light||pocket||pocket||nose||high|chop|light||pocket||pocket||pocket||pocket||pocket|
LANE|||||||||25||26||25||26||25||26||25||26||25||26||26||26|
BALL|||||||||NUB|NUB|NUB|NUB|NUB|NUB|NUB||NUB|NUB|NUB|NUB|NUB|NUB|NUB||NUB|NUB|NUB||NUB||NUB|
COUNT|Sr-Trio|Fa-24|4|9/20/24|1|6|BD|BD|9|-|6|/|X||X||9|/|9|/|7|/|X||9|/|9|/|9|||
LEAVE|||||||||10|10|12410||||||4||5||248||||10||5||7|||
SCORE|||||||||9||29||58||78||97||114||134||154||173||192|||||
TYPE|||||||||||wash-1|wash-2||||||||||||||||||||
BOARD|||||||||pocket|right|right||pocket||pocket||h-pocket||brooklyn||light||pocket||brooklyn||brooklyn||pocket|||
LANE|||||||||6||5||6||5||6||5||6||5||6||5||5|||
BALL|||||||||BD|BD|BD|BD|BD||BD||BD|BD|BD|BD|BD|BD|BD||BD|BD|BD|BD|BD|||
COUNT|Sr-Trio|Fa-24|4|9/20/24|2|5|BD|BD|9|/|X||X||X||X||X||X||7|/|9|/|X||9|/||
LEAVE|||||||||10||||||||||||||245||5||||5|||
SCORE|||||||||20||50||80||110||140||167||187||206||226||246|||||
TYPE||||||||||||||||||||||||||||||||
BOARD|||||||||pocket||pocket||pocket||brooklyn||pocket||pocket||pocket||light||brooklyn||nose||l-pocket|||
LANE|||||||||5||6||5||6||5||6||5||6||5||6||6|||
BALL|||||||||BD|BD|BD||BD||BD||BD||BD||BD||BD|BD|BD|BD|BD||BD|BD||
COUNT|Sr-Trio|Fa-24|4|9/20/24|3|6|BD|BD|9|/|X||8|/|X||X||9|/|X||7|2|9|-|8|/|7|||
LEAVE|||||||||7||||36||||||4||||467|6|7|7|28||245|||
SCORE|||||||||20||40||60||89||109||129||148||157||166||183|||||
TYPE|||||||||||||||||||||||split-1|split-2||||||||
BOARD|||||||||pocket||pocket||high||pocket||pocket||h-pocket||pocket||nose||pocket|right|light||light|||
LANE|||||||||6||5||6||5||6||5||6||5||6||5||5|||
BALL|||||||||BD|BD|BD||BD|BD|BD||BD||BD|BD|BD||BD|BD|BD|BD|BD|BD|BD|||
COUNT|Sr-Trio|Fa-24|5|9/27/24|1|29|NUB|BD|X||8|/|8|/|X||7|/|9|-|X||9|/|X||X||X||X|
LEAVE|||||||||||28||28||||245||10|10|||10|||||||||
SCORE|||||||||20||38||58||78||97||106||126||146||176||206|||||
TYPE||||||||||||||||||||||||||||||||
BOARD|||||||||pocket||light||light||pocket||light||pocket|right|pocket||pocket||pocket||pocket||pocket||pocket|
LANE|||||||||29||30||29||30||29||30||29||30||29||30||30||30|
BALL|||||||||NUB||NUB|BD|NUB|BD|NUB||NUB|BD|NUB|BD|NUB||NUB|BD|NUB||NUB||NUB||NUB|
COUNT|Sr-Trio|Fa-24|5|9/27/24|2|30|NUB|BD|7|2|X||X||X||6|/|8|/|6|3|7|/|6|2|8|1||||
LEAVE|||||||||2810||||||||36710||59||12410|10|278||36710|37|28|8||||
SCORE|||||||||9||39||65||85||103||119||128||144||152||161|||||
TYPE|||||||||aplit-1|split-2|||||||m-split-1|m-split-2|||wash-1|wash-2|m-split-1|m-split-1|m-split-1|m-split-2||||||
BOARD|||||||||light||pocket||pocket||pocket||high||brooklyn||right|right|light||high|right|light|left||||
LANE|||||||||30||29||30||29||30||29||30||29||30||29|||||
BALL|||||||||NUB|BD|NUB||NUB||NUB||NUB|BD|NUB|BD|NUB|BD|NUB|BD|NUB|BD|NUB|NUB||||
COUNT|Sr-Trio|Fa-24|5|9/27/24|3|29|NUB|BD|7|/|9|/|9|/|X||X||8|1|X||7|/|9|/|X||X||9|
LEAVE|||||||||3610||10||7||||||36|6|||3610||4||||||6|
SCORE|||||||||19||38||58||86||105||114||134||153||173||202|||||
TYPE||||||||||||||||||||||||||||||||
BOARD|||||||||high||brooklyn||pocket||pocket||pocket||high|chop|pocket||high||h-pocket||pocket||pocket||high|
LANE|||||||||29||30||29||30||29||30||29||30||29||30||30||30|
BALL|||||||||NUB|BD|NUB|BD|NUB|BD|NUB||NUB||NUB|BD|NUB||NUB|BD|NUB|BD|NUB||NUB||NUB|
COUNT|Sr-Trio|Fa-24|6|10/4/24|1|27|NUB|BD|7|2|X||9|-|8|1|X||8|/|X||4|3|X||8|/|6|||
LEAVE|||||||||136|1|||7|7|710|10|||610||||3467910|347|||610||36710|||
SCORE|||||||||9||28||37||46||66||86||103||110||130||146|||||
TYPE|||||||||||||||split-1|split-2|||||||m-split-1|m-split-2|||||m-split-1|||
BOARD|||||||||right|right|pocket||pocket|right|pocket||pocket||high||pocket||nose|right|pocket||high||high|||
LANE|||||||||27||28||27||28||27||28||27||28||27||28||28|||
BALL|||||||||NUB|BD|NUB||NUB|BD|NUB|BD|NUB||NUB|BD|NUB||NUB|BD|NUB||NUB|BD|NUB|||
COUNT|Sr-Trio|Fa-24|6|10/4/24|2|28|NUB|BD|9|/|9|/|X||9|-|X||X||9|/|X||X||9|/|9|||
LEAVE|||||||||7||2||||10|10|||||10||||||7||10|||
SCORE|||||||||19||39||58||67||96||116||136||165||185||204|||||
TYPE||||||||||||||||||||||||||||||||
BOARD|||||||||pocket||light||pocket||pocket|right|pocket||pocket||pocket||pocket||pocket||pocket||pocket|||
LANE|||||||||28||27||28||27||28||27||28||27||28||27||27|||
BALL|||||||||NUB|BD|NUB|BD|NUB||NUB|BD|NUB||NUB||NUB|BD|NUB||NUB||NUB|BD|NUB|||
COUNT|Sr-Trio|Fa-24|6|10/4/24|3|27|NUB|BD|X||8|/|8|/|X||7|/|X||7|1|8|1|X||8|/|9|||
LEAVE|||||||||||59||12||||3610||||4710|410|710|10|||36||2|||
SCORE|||||||||20||38||58||78||98||116||124||133||153||172|||||
TYPE|||||||||||||||||||||split-1|split-2|split-1|split-2||||||||
BOARD|||||||||pocket||brooklyn||right||pocket||high||pocket||h-pocket||pocket||pocket||high||light|||
LANE|||||||||27||28||27||28||27||28||27||28||27||28||28|||
BALL|||||||||NUB||NUB|BD|NUB|BD|NUB||NUB|BD|NUB||NUB|BD|NUB|BD|NUB||NUB|BD|NUB|||
COUNT|Sr-Trio|Fa-24|7|10/11/24|1|21|RPH|RPH/BD|X||X||X||X||8|1|9|/|9|/|X||8|/|X||8|/||
LEAVE|||||||||||||||||28|8|4||10||||47||||610|||
SCORE|||||||||30||60||88||107||116||135||155||175||195||215|||||
TYPE||||||||||||||||||||||||||||||||
BOARD|||||||||pocket||pocket||pocket||pocket||light|left|high||pocket||pocket||h-pocket||pocket||high|||
LANE|||||||||21||22||21||22||21||22||21||22||21||22||22|||
BALL|||||||||RPH||RPH||RPH||RPH||RPH|RPH|RPH|RPH|RPH|RPH|RPH||RPH|RPH|RPH||RPH|BD||
COUNT|Sr-Trio|Fa-24|7|10/11/24|2|22|RPH|RPH/BD|X||X||6|/|X||8|1|8|/|X||8|/|X||X||9|/||
LEAVE|||||||||||||2457||||45|4|24||||47||||||10|||
SCORE|||||||||26||46||66||85||94||114||134||154||183||203|||||
TYPE|||||||||||||||||m-split-1|m-split-2||||||||||||||
BOARD|||||||||pocket||pocket||light||pocket||light|right|light||pocket||h-pocket||pocket||pocket||pocket|||
LANE|||||||||22||21||22||21||22||21||22||21||22||21||21|||
BALL|||||||||RPH||RPH||RPH|RPH|RPH||RPH|RPH|RPH|RPH|RPH||RPH|RPH|RPH||RPH||RPH|BD||
COUNT|Sr-Trio|Fa-24|7|10/11/24|3|21|RPH|RPH/BD|9|/|9|/|9|/|X||9|/|6|2|7|2|X||X||X||7|2||
LEAVE|||||||||10||10||3||||3||46710|610|467|6|||||||479|||
SCORE|||||||||19||38||58||78||94||102||111||141||168||187|||||
TYPE|||||||||||||||||||split-1|split-2|split-1|split-2|||||||split-1|split-2||
BOARD|||||||||pocket||pocket||high||pocket||high||nose||nose||pocket||pocket||pocket||h-pocket|||
LANE|||||||||21||22||21||22||21||22||21||22||21||22||22|||
BALL|||||||||RPH|BD|RPH|BD|RPH|RPH|RPH||RPH|RPH|RPH|RPH|RPH|RPH|RPH||RPH||RPH||RPH|RPH||
COUNT|Sr-Trio|Fa-24|8|10/18/24|1|19|RPH|RPH/BD|8|-|7|2|X||X||X||9|/|9|/|X||8|1|X||X||7|
LEAVE|||||||||610|610|245|5|||||||5||10||||49|9|||||467|
SCORE|||||||||8||17||47||76||96||115||135||154||163||190|||||
TYPE|||||||||||||||||||||||||split-1|split-2|||||split-1|
BOARD|||||||||high|left|light|chop|pocket||pocket||pocket||brooklyn||pocket||pocket||h-pocket||pocket||pocket||nose|
LANE|||||||||19||20||19||20||19||20||19||20||19||20||20||20|
BALL|||||||||RPH|BD|RPH|RPH|RPH||RPH||RPH||RPH|RPH|RPH|BD|RPH||RPH|RPH|RPH||RPH||RPH|
COUNT|Sr-Trio|Fa-24|8|10/18/24|2|20|RPH|RPH/BD|8|/|8|1|X||8|/|X||X||9|/|7|/|7|/|8|1||||
LEAVE|||||||||610||310|3|||610||||||10||245||245||310|10||||
SCORE|||||||||18||27||47||67||96||116||133||150||168||177|||||
TYPE|||||||||||m-split-1|m-split-2|||||||||||||||m-split-1|m-split-2||||
BOARD|||||||||high||high||pocket||high||pocket||pocket||pocket||light||light||high|left||||
LANE|||||||||20||19||20||19||20||19||20||19||20||19|||||
BALL|||||||||RPH|BD|RPH|BD|RPH||RPH|BD|RPH||RPH||RPH|BD|RPH|RPH|RPH|RPH|RPH|RPH||||
COUNT|Sr-Trio|Fa-24|8|10/18/24|3|19|NUB|RPH/BD|6|/|6|3|X||9|/|X||X||X||X||8|1|X||X||X|
LEAVE|||||||||36710||24810||||10||||||||||49|||||||
SCORE|||||||||16||25||45||65||95||125||153||172||181||211|||||
TYPE|||||||||m-split-1|m-split-2|split-1|split-2|||||||||||||split-1|split-2||||||
BOARD|||||||||high||light||pocket||pocket||pocket||pocket||pocket||pocket||h-pocket||pocket||light||pocket|
LANE|||||||||19||20||19||20||19||20||19||20||19||20||20||20|
BALL|||||||||NUB|RPH|NUB|RPH|NUB||NUB|BD|NUB||NUB||NUB||NUB||NUB|RPH|NUB||NUB||NUB|
COUNT|Sr-Trio|Fa-24|9|10/25/24|1|17|IQ/RPH|RPH|8|1|8|1|9|/|X||X||8|1|X||9|/|X||7|/|X|||
