BOARD|||||||||pocket||pocket||light||pocket||light|right|high||pocket||pocket||light||pocket||pocket|||
LANE|||||||||19||20||19||20||19||20||19||20||19||20||20|||
BALL|||||||||RPH||RPH|RPH|RPH||RPH||RPH|RPH|RPH|RPH|RPH|RPH|RPH||RPH|RPH|RPH|RPH|RPH|||
COUNT|Sr-Singles|Fa-24|19|12/5/24|2|20|RPH|RPH|6|/|7|2|9|/|X||X||8|/|7|1|9|/|9|/|X||X||X|
LEAVE|||||||||2457||2410|10|4||||||24||4710|410|8||7|||||||
SCORE|||||||||17||26||46||74||94||111||119||138||158||188|||||
TYPE|||||||||||split-1|split-2|||||||||split-1|split-2||||||||||
BOARD|||||||||light||light||h-pocket||pocket||pocket||light||h-pocket||pocket||pocket||pocket||pocket||pocket|
LANE|||||||||20||19||20||19||20||19||20||19||20||19||19||19|
BALL|||||||||RPH|RPH|RPH|RPH|RPH|RPH|RPH||RPH||RPH|RPH|RPH|RPH|RPH|RPH|RPH|RPH|RPH||RPH|||
COUNT|Sr-Singles|Fa-24|19|12/5/24|3|19|RPH|RPH|9|/|X||9|/|7|2|8|/|X||X||8|/|X||X||9|/||
LEAVE|||||||||3||||10||367|7|610||||||610||||||9|||
SCORE|||||||||20||40||57||66||86||114||134||154||183||203|||||
TYPE|||||||||||||||m-split-1|m-split-2||||||||||||||||
BOARD|||||||||high||pocket||pocket||high|left|high||pocket||pocket||high||pocket||pocket||pocket|||
LANE|||||||||19||20||19||20||19||20||19||20||19||20||20|||
BALL|||||||||RPH|RPH|RPH||RPH|RPH|RPH|RPH|RPH|RPH|RPH||RPH||RPH|RPH|RPH||RPH||RPH|RPH||
COUNT|Sr-Singles|Fa-24|21|12/5/24|1|19|RPH|RPH|X||7|2|X||8|/|X||9|/|9|/|9|/|6|2|6|/|7|||
LEAVE|||||||||||4710|10|||25||||10||4||10||12410|110|1248||4710|||
SCORE|||||||||19||28||48||68||88||107||126||142||150||167|||||
TYPE|||||||||||split-1|split-2|||||||||||||wash-1|wash-2|||split-1|||
BOARD|||||||||pocket||h-pocket||pocket||light||pocket||pocket||h-pocket||pocket||right|left|right||pocket|||
LANE|||||||||19||20||19||20||19||20||19||20||19||20||20|||
BALL|||||||||RPH||RPH|RPH|RPH||RPH|RPH|RPH||RPH|RPH|RPH|RPH|RPH|RPH|RPH|RPH|RPH|RPH|RPH|||
COUNT|Sr-Singles|Fa-24|21|12/5/24|2|20|RPH|RPH|8|/|X||9|/|9|/|9|/|X||X||X||X||9|/|9|||
LEAVE|||||||||47||||7||7||7||||||||||10||7|||
SCORE|||||||||20||40||59||78||98||128||158||187||207||226|||||
TYPE||||||||||||||||||||||||||||||||
BOARD|||||||||h-pocket||pocket||pocket||pocket||pocket||pocket||pocket||pocket||pocket||pocket||pocket|||
LANE|||||||||20||19||20||19||20||19||20||19||20||19||19|||
BALL|||||||||RPH|RPH|RPH||RPH|RPH|RPH|RPH|RPH|RPH|RPH||RPH||RPH||RPH||RPH|RPH|RPH|||
COUNT|Sr-Singles|Fa-24|21|12/5/24|3|19|RPH|RPH|9|/|X||X||X||9|/|X||9|/|X||9|/|X||X||9|
LEAVE|||||||||4||||||||10||||7||||7||||||4|
SCORE|||||||||20||50||79||99||119||139||159||179||199||228|||||
TYPE||||||||||||||||||||||||||||||||
BOARD|||||||||h-pocket||pocket||pocket||pocket||pocket||pocket||pocket||pocket||pocket||pocket||pocket||h-pocket|
LANE|||||||||19||20||19||20||19||20||19||20||19||20||20|||
BALL|||||||||RPH|RPH|RPH||RPH||RPH||RPH|RPH|RPH||RPH|RPH|RPH||RPH|RPH|RPH||RPH||rph|
COUNT|Sr-Singles|Fa-24|22|12/8/24|1|23|RPH|RPH|X||9|/|X||X||8|/|X||9|/|9|/|9|/|6|2||||
LEAVE|||||||||||6||||||47||||10||10||10||2457|47||||
SCORE|||||||||20||40||68||88||108||128||147||166||182||190|||||
TYPE||||||||||||||||||||||||||||||||
BOARD|||||||||pocket||high||pocket||pocket||h-pocket||pocket||pocket||pocket||pocket||light|right||||
LANE|||||||||23||24||23||24||23||24||23||24||23||24|||||
BALL|||||||||RPH||RPH|RPH|RPH||RPH||RPH|RPH|RPH||RPH|RPH|RPH|RPH|RPH|RPH|RPH|RPH||||
COUNT|Sr-Singles|Fa-24|22|12/8/24|2|24|RPH|RPH|9|/|X||9|/|X||9|/|9|/|9|-|X||X||9|/|7|||
LEAVE|||||||||10||||7||||2||4||10|10|||||7||3610|||
SCORE|||||||||20||40||60||80||99||128||137||156||175||192|||||
TYPE||||||||||||||||||||||||||||||||
BOARD|||||||||pocket||pocket||pocket||pocket||light||h-pocket||pocket|left|pocket||pocket||pocket||high|||
LANE|||||||||24||23||24||23||24||23||24||23||24||23||23|||
BALL|||||||||RPH|RPH|RPH||RPH|RPH|RPH||RPH|RPH|RPH|RPH|RPH|RPH|RPH||RPH||RPH|RPH|RPH|||
COUNT|Sr-Singles|Fa-24|22|12/8/24|3|23|RPH|RPH|8|/|X||X||X||X||9|/|X||7|/|7|2|X||X||X|
LEAVE|||||||||36||||||||||10||||245||245|5||||||
SCORE|||||||||20||50||80||109||129||149||169||186||195||225|||||
TYPE||||||||||||||||||||||||||||||||
BOARD|||||||||high||pocket||pocket||pocket||pocket||pocket||pocket||light||light|chop|pocket||pocket||pocket|
LANE|||||||||23||24||23||24||23||24||23||24||23||24||24||24|
BALL|||||||||RPH|RPH|RPH||RPH||RPH||RPH||RPH|RPH|RPH||RPH|RPH|RPH|RPH|RPH||RPH||RPH|
COUNT|Sr-Singles|Fa-24|23|12/8/24|1|23|RPH|RPH|X||9|/|9|/|X||9|/|9|/|X||9|/|X||X||6|2||
LEAVE|||||||||||10||10||||5||10||||10||||||2458|48||
SCORE|||||||||20||39||59||79||98||118||138||158||184||202|||||
TYPE||||||||||||||||||||||||||||||||
BOARD|||||||||pocket||pocket||pocket||pocket||l-pocket||pocket||pocket||pocket||pocket||pocket||light|right||
LANE|||||||||23||24||23||24||23||24||23||24||23||24||24|||
BALL|||||||||RPH||RPH|RPH|RPH|RPH|RPH||RPH|RPH|RPH|RPH|RPH||RPH|RPH|RPH||RPH||RPH|RPH||
COUNT|Sr-Singles|Fa-24|23|12/8/24|2|24|RPH|RPH|X||X||X||8|/|X||X||9|/|X||9|-|X||9|/||
LEAVE|||||||||||||||36||||||10||||10|10|||10|||
SCORE|||||||||30||58||78||98||127||147||167||186||195||215|||||
TYPE||||||||||||||||||||||||||||||||
BOARD|||||||||pocket||pocket||pocket||high||pocket||pocket||pocket||pocket||pocket||pocket||pocket|||
LANE|||||||||24||23||24||23||24||23||24||23||24||23||23|||
BALL|||||||||RPH||RPH||RPH||RPH|RPH|RPH||RPH||RPH|RPH|RPH||RPH|RPH|RPH||RPH|RPH||
COUNT|Sr-Singles|Fa-24|23|12/8/24|3|23|RPH|RPH|X||X||9|/|X||9|/|9|/|X||9|/|X||X||X||X|
LEAVE|||||||||||||4||||10||10||||10|||||||||
SCORE|||||||||29||49||69||89||108||128||148||168||198||228|||||
TYPE||||||||||||||||||||||||||||||||
BOARD|||||||||pocket||pocket||h-pocket||pocket||pocket||pocket||pocket||pocket||pocket||pocket||pocket||pocket|
LANE|||||||||23||24||23||24||23||24||23||24||23||24||24||24|
BALL|||||||||RPH||RPH||RPH|RPH|RPH||RPH|RPH|RPH|RPH|RPH||RPH|RPH|RPH||RPH||RPH||RPH|
COUNT|Sr-Singles|Fa-24|15|12/9/24|1|21|RPH|RPH|9|/|9|/|7|/|X||X||X||9|/|9|/|X||9|/|9|||
LEAVE|||||||||4||5||258||||||||3||4||||10||7|||
SCORE|||||||||19||36||56||86||115||135||154||174||194||213|||||
TYPE||||||||||||||||||||||||||||||||
BOARD|||||||||h-pocket||l-pocket||light||pocket||pocket||pocket||high||h-pocket||brooklyn||pocket||pocket|||
LANE|||||||||21||22||21||22||21||22||21||22||21||22||22|||
BALL|||||||||RPH|RPH|RPH|RPH|RPH|RPH|RPH||RPH||RPH||RPH|RPH|RPH|RPH|RPH||RPH|RPH|RPH|||
COUNT|Sr-Singles|Fa-24|15|12/9/24|2|22|RPH|RPH|X||7|2|9|-|7|/|9|/|9|/|8|/|X||X||9|/|X|||
LEAVE|||||||||||3610|10|10|10|346||4||4||25||||||5|||||
SCORE|||||||||19||28||37||56||75||93||113||142||162||182|||||
TYPE|||||||||||||||m-split-1|m-split-2||||||||||||||||
BOARD|||||||||pocket||high|chop|pocket|left|high||h-pocket||h-pocket||light||pocket||pocket||light||pocket|||
LANE|||||||||22||21||22||21||22||21||22||21||22||21||21|||
BALL|||||||||RPH||RPH|RPH|RPH|RPH|RPH|RPH|RPH|RPH|RPH|RPH|RPH|RPH|RPH||RPH||RPH|RPH|RPH|||
COUNT|Sr-Singles|Fa-24|15|12/9/24|3|21|RPH|RPH|X||6|/|X||9|-|8|/|9|/|X||9|-|9|/|X||X||X|
LEAVE|||||||||||2458||||10|10|36||9||||10|10|4|||||||
SCORE|||||||||20||40||59||68||87||107||126||135||155||185|||||
TYPE||||||||||||||||||||||||||||||||
BOARD|||||||||pocket||light||pocket||pocket|left|high||pocket||pocket||pocket|left|h-pocket||pocket||pocket||pocket|
LANE|||||||||21||22||21||22||21||22||21||22||21||22||22||22|
BALL|||||||||RPH||RPH|RPH|RPH||RPH|RPH|RPH|RPH|RPH|RPH|RPH||RPH|RPH|RPH|RPH|RPH||RPH||RPH|
COUNT|Sr-Singles|Fa-24|24|12/12/24|1|19|RPH|RPH|6|/|X||8|/|X||X||9|/|X||X||X||X||9|-||
LEAVE|||||||||2457||||24||||||5||||||||||10|10||
SCORE|||||||||20||40||60||89||109||129||159||189||218||237|||||
TYPE||||||||||||||||||||||||||||||||
BOARD|||||||||light||pocket||light||pocket||pocket||l-pocket||pocket||pocket||pocket||pocket||pocket|left||
LANE|||||||||19||20||19||20||19||20||19||20||19||20||20|||
BALL|||||||||RPH||RPH||RPH|RPH|RPH||RPH||RPH|RPH|RPH||RPH||RPH||RPH||RPH|RPH||
COUNT|Sr-Singles|Fa-24|24|12/12/24|2|20|RPH|RPH|8|1|9|/|X||8|/|9|/|9|/|9|/|9|/|X||X||X||8|
LEAVE|||||||||810|8|5||||610||9||4||10||4||||||||36|
SCORE|||||||||9||29||49||68||87||106||125||145||175||203|||||
TYPE|||||||||split-1|split-2||||||||||||||||||||||
BOARD|||||||||pocket||l-pocket||pocket||high||pocket||h-pocket||pocket||h-pocket||pocket||pocket||pocket||high|
LANE|||||||||20||19||20||19||20||19||20||19||20||19||19||19|
BALL|||||||||RPH|RPH|RPH|RPH|RPH||RPH|RPH|RPH|RPH|RPH|RPH|RPH|RPH|RPH|RPH|RPH||RPH||RPH|||
COUNT|Sr-Singles|Fa-24|24|12/12/24|3|19|RPH|RPH|8|/|X||7|/|7|/|6|1|X||X||X||X||9|/|8|||
LEAVE|||||||||36||||245||245||46710|467|||||||||7||25|||
SCORE|||||||||20||40||57||73||80||110||140||169||189||207|||||
TYPE|||||||||||||||||split-1|split-2||||||||||||||
BOARD|||||||||high||pocket||light||light||nose||pocket||pocket||pocket||pocket||pocket||light|||
LANE|||||||||19||20||19||20||19||20||19||20||19||20||20|||
BALL|||||||||RPH|RPH|RPH||RPH|RPH|RPH|RPH|RPH|RPH|RPH||RPH||RPH||RPH||RPH|RPH|RPH|||
COUNT|Sr-Singles|Fa-24|25|12/15/24|1|19|RPH|RPH|9|/|7|/|9|/|9|-|6|3|8|/|9|/|8|1|X||X||6|/||
LEAVE|||||||||5||245||7||7||67910|7|25||6||27|7|||||12410|||
SCORE|||||||||17||36||55||64||73||92||110||119||145||165|||||
TYPE|||||||||||||||||split-1|split-2|||||m-split-1|m-split-2|||||wash-1|wash-2||
BOARD|||||||||l-pocket||light||high||pocket|right|nose||light||high||light|right|pocket||pocket||right|||
LANE|||||||||19||20||19||20||19||20||19||20||19||20||20|||
BALL|||||||||RPH|RPH|RPH|RPH|RPH|RPH|RPH|RPH|RPH|RPH|NUB|RPH|NUB|RPH|NUB|RPH|NUB||NUB||NUB|RPH||
COUNT|Sr-Singles|Fa-24|25|12/15/24|2|20|NUB|RPH|X||X||9|/|9|/|X||X||9|/|8|/|X||X||6|/||
LEAVE|||||||||||||2||4||||||10||24||||||12810|||
SCORE|||||||||29||49||68||88||117||137||155||175||201||221|||||
TYPE|||||||||||||||||||||||||||||wash-1|wash-2||
BOARD|||||||||pocket||pocket||light||h-pocket||pocket||pocket||pocket||light||pocket||pocket||right|||
LANE|||||||||20||19||20||19||20||19||20||19||20||19||19|||
BALL|||||||||NUB||NUB||NUB|RPH|NUB|RPH|NUB||NUB||NUB|RPH|NUB|RPH|NUB||NUB||NUB|RPH||
COUNT|Sr-Singles|Fa-24|25|12/15/24|3|19|NUB|RPH|X||9|/|X||9|/|X||X||9|/|X||7|2|X||6|/||
LEAVE|||||||||||2||||2||||||10||||6710||||2458|||
SCORE|||||||||20||40||60||80||109||129||149||168||177||197|||||
TYPE|||||||||||||||||||||||||split-1|spliti-2||||||
BOARD|||||||||pocket||light||pocket||light||pocket||pocket||pocket||pocket||high||pocket||light|||
LANE|||||||||19||20||19||20||19||20||19||20||19||20||20|||
BALL|||||||||NUB||NUB|RPH|NUB||NUB|RPH|NUB||NUB||NUB|RPH|NUB||NUB|RPH|NUB||NUB|RPH||
COUNT|Sr-Singles|Fa-24|26|12/15/24|1|20|NUB|RPH|X||72||X||X||9|/|6|/|X||8|1|9|/|7|/|8|||
LEAVE|||||||||||245|4|||||2||2457||||210|10|10||245||210|||
SCORE|||||||||19||28||57||77||93||113||132||141||158||176|||||
TYPE|||||||||||||||||||||||split-1|split-2|||||split-1|||
BOARD|||||||||pocket||light|right|pocket||pocket||light||light||pocket||light||pocket||light||light|||
LANE|||||||||20||19||20||19||20||19||20||19||20||19||19|||
BALL|||||||||NUB||NUB|RPH|NUB||NUB||NUB|RPH|NUB|RPH|NUB||NUB|RPH|NUB|RPH|NUB|RPH|NUB|||
COUNT|Sr-Singles|Fa-24|26|12/15/24|2|19|NUB|RPH|9|/|X||X||X||X||X||8|/|9|/|X||9|/|X|||
LEAVE|||||||||7||||||||||||610||10||||10|||||
SCORE|||||||||20||50||80||110||138||158||177||197||217||237|||||
TYPE||||||||||||||||||||||||||||||||
BOARD|||||||||pocket||pocket||pocket||pocket||pocket||pocket||high||pocket||pocket||pocket||pocket|||
LANE|||||||||19||20||19||20||19||20||19||20||19||20||20|||
BALL|||||||||NUB|RPH|NUB||NUB||NUB||NUB||NUB||NUB|RPH|NUB|RPH|NUB||NUB|RPH|NUB|||
COUNT|Sr-Singles|Fa-24|26|12/15/24|3|20|NUB|RPH|9|/|X||X||7|/|X||X||6|3|X||X||X||8|1||
LEAVE|||||||||4||||||245||||||36910|9|||||||510|10||
SCORE|||||||||20||47||67||87||113||132||141||171||199||218|||||
TYPE|||||||||||||||||||||||||||||m-split-1|||
BOARD|||||||||h-pocket||pocket||pocket||light||pocket||pocket||high|right|pocket||pocket||pocket||l-pocket|right||
LANE|||||||||20||19||20||19||20||19||20||19||20||19||19|||
BALL|||||||||NUB|RPH|NUB||NUB||NUB|RPH|NUB||NUB||NUB|RPH|NUB||NUB||NUB||NUB|RPH||
COUNT|Sr-Singles|Fa-24|16|12/16/24|1|20|NUB|RPH|X||X||9|-|X||8|-|X||9|/|7|2|X||X||9|/||
LEAVE|||||||||||||6|6|||210|210|||10||248|8|||||5|||
SCORE|||||||||29||48||57||75||83||103||120||129||158||178|||||
TYPE||||||||||||||||||||||||||||||||
BOARD|||||||||pocket||pocket||high|left|pocket||light|left|pocket||pocket||light|left|pocket||pocket||l-pocket|||
LANE|||||||||20||19||20||19||20||19||20||19||20||19||19|||
BALL|||||||||NUB||NUB||NUB|RPH|NUB||NUB|RPH|NUB||NUB|RPH|NUB|RPH|NUB||NUB||NUB|RPH||
COUNT|Sr-Singles|Fa-24|16|12/16/24|2|19|NUB|RPH|8|1|X||8|/|X||9|/|X||X||X||X||9|-||||
LEAVE|||||||||610|10|||36||||2||||||||||9|9||||
SCORE|||||||||9||29||49||69||89||119||149||178||197|206|205|||||
TYPE||||||||||||||||||||||||||||||||
BOARD|||||||||high|chop|pocket||high||pocket||light||pocket||pocket||pocket||pocket||pocket|right||||
LANE|||||||||19||20||19||20||19||20||19||20||19||20||20|||
BALL|||||||||NUB|RPH|NUB||NUB|RPH|NUB||NUB|RPH|NUB||NUB||NUB||NUB|RPH|NUB|RPH|NUB|||
COUNT|Sr-Singles|Fa-24|16|12/16/24|3|20|NUB|RPH|X||9|/|X||X||X||9|/|X||X||9|/|6|3||||
LEAVE|||||||||||10||||||||7||||||7||2458|5||||
SCORE|||||||||20||40||70||99||119||139||168||188||204||213|||||
TYPE||||||||||||||||||||||||||||||||
BOARD|||||||||pocket||pocket||pocket||pocket||pocket||pocket||pocket||pocket||high||light|chop||||
LANE|||||||||20||19||20||19||20||19||20||19||20||19||19|||
BALL|||||||||NUB||NUB|RPH|NUB||NUB||NUB||NUB|RPH|NUB||NUB||NUB|RPH|NUB|RPH|NUB|||
COUNT|Practice||score|12/16/24|1|25|NUB|RPH|X||9|/|9|/|8|1|X||9|/|X||X||X||X||X||9|
LEAVE|||||||||||10||4||610|10|||10||||||||||||4|
SCORE|||||||||20||39||57||66||86||106||136||166||196||225|||||
TYPE||||||||||||||||||||||||||||||||
BOARD|||||||||pocket||pocket||h-pocket||high|chop|pocket||pocket||pocket||pocket||pocket||pocket||pocket||h-pocket|
LANE|||||||||25||26||25||26||25||26||25||26||25||26||26||26|
BALL|||||||||NUB||NUB|RPH|NUB|RPH|NUB|RPH|NUB||NUB|RPH|NUB||NUB||NUB||NUB||NUB||NUB|
COUNT|Practice||score|12/16/24|2|26|NUB|RPH|X||X||9|/|X||X||9|-|X||6|2|X||8|1||||
LEAVE|||||||||||||10||||||10|10|||3467|47|||710|10||||
SCORE|||||||||29||49||69||98||117||126||144||152||171||180|||||
TYPE|||||||||||||||||||||||||||split-1|split-2||||
BOARD|||||||||pocket||pocket||pocket||pocket||pocket||pocket|right|pocket||left||pocket||pocket|||||
LANE|||||||||26||25||26||25||26||25||26||25||26||25|||||
BALL|||||||||NUB||NUB||NUB|RPH|NUB||NUB||NUB|RPH|NUB||NUB|RPH|NUB||NUB|RPH|NUB||NUB|
COUNT|Practice||score|12/16/24|3|25|NUB|RPH|X||X||8|/|9|/|9|/|7|/|X||X||6|/|X||X||X|
LEAVE|||||||||||||47||7||10||245||||||2458|||||||
SCORE|||||||||28||48||67||86||103||123||149||169||189||219|||||
TYPE||||||||||||||||||||||||||||||||
BOARD|||||||||pocket||pocket||h-pocket||pocket||pocket||light||pocket||pocket||light||pocket||pocket||pocket|
LANE|||||||||25||26||25||26||25||26||25||26||25||26||26||26|
BALL|||||||||NUB||NUB||NUB|RPH|NUB|RPH|NUB|RPH|NUB|RPH|NUB||NUB||NUB|RPH|NUB||NUB||NUB|
COUNT|Practice||score|12/19/24|1|19|RPH|RPH|7|/|9|/|8|/|X||X||9|/|7|2|9|/|X||X||X||8|
LEAVE|||||||||245||10||25||||||7||4610|4|2||||||||57|
SCORE|||||||||19||37||57||86||106||123||132||152||182||210|||||
TYPE|||||||||||||||||||||split-1|split-2|||||||||m-split-1|
BOARD|||||||||light||pocket||light||pocket||pocket||pocket||nose||light||pocket||pocket||pocket||l-pocket|
LANE|||||||||19||20||19||20||19||20||19||20||19||20||20||20|
BALL|||||||||RPH|RPH|RPH|RPH|RPH|RPH|RPH||RPH||RPH|RPH|RPH|RPH|RPH|RPH|RPH||RPH||RPH||RPH|
COUNT|Practice||score|12/19/24|2|20|RPH|RPH|9|/|X||9|/|9|/|9|/|X||X||8|/|6|/|X||X||7|
LEAVE|||||||||10||||10||4||7||||||47||36710||||||245|
SCORE|||||||||20||40||59||78||98||126||146||162||182||209|||||
TYPE|||||||||||||||||||||||||m-split-1|m-split-2||||||
BOARD|||||||||pocket||pocket||pocket||h-pocket||pocket||pocket||pocket||h-pocket||high||pocket||pocket||light|
LANE|||||||||20||19||20||19||20||19||20||19||20||19||19||19|
BALL|||||||||RPH|RPH|RPH||RPH|RPH|RPH|RPH|RPH|RPH|RPH||RPH||RPH|RPH|RPH|RPH|RPH||RPH||RPH|
COUNT|Practice||score|12/19/24|3|19|RPH|RPH|X||9|-|8|/|X||X||X||X||9|/|X||9|/|X|||
LEAVE|||||||||||10|10|47||||||||||2||||7|||||
SCORE|||||||||19||28||48||78||108||137||157||177||197||217|||||
TYPE||||||||||||||||||||||||||||||||
BOARD|||||||||pocket||pocket|left|h-pocket||pocket||pocket||pocket||pocket||light||pocket||pocket||pocket|||
LANE|||||||||19||20||19||20||19||20||19||20||19||20||20|||
BALL|||||||||RPH||RPH|RPH|RPH|RPH|RPH||RPH||RPH||RPH||RPH|RPH|RPH||RPH|RPH|RPH|||
COUNT|Practice||score|12/19/24|1|20|RPH|RPH|9|/|X||X||X||X||X||9|/|7|/|6|3|8|/|8|||
LEAVE|||||||||10||||||||||||4||124||12410|10|47||610|||
SCORE|||||||||20||50||80||110||139||159||176||192||201||219|||||
TYPE|||||||||||||||||||||||||wash-1|wash-2||||||
BOARD|||||||||pocket||pocket||pocket||pocket||pocket||pocket||pocket||right||right||h-pocket||high|||
LANE|||||||||20||19||20||19||20||19||20||19||20||19||19|||
BALL|||||||||RPH|RPH|RPH||RPH||RPH||RPH||RPH||RPH|RPH|RPH|RPH|RPH|RPH|RPH|RPH|RPH|||
COUNT|Practice||score|12/19/24|2|19|RPH|RPH|9|/|X||8|1|X||8|1|9|/|X||7|-|X||8|1||||
LEAVE|||||||||7||||49|9|||49|9|7||||6710|6710|||57|7||||
SCORE|||||||||20||39||48||67||76||96||113||120||139||148|||||
TYPE|||||||||||||split-1|split-2|||split-1|split-2|||||split-1|split-2|||m-split-1|m-split-2||||
BOARD|||||||||pocket||pocket||h-pocket||pocket||h-pocket||pocket||pocket||igh|gutter|pocket||l-pocket|left||||
LANE|||||||||19||20||19||20||19||20||19||20||19||20|||||
BALL|||||||||RPH|RPH|RPH||RPH|RPH|RPH||RPH|RPH|RPH|RPH|RPH||RPH|RPH|RPH||RPH|RPH||||
COUNT|Practice||score|12/19/24|3|20|RPH|RPH|X||X||9|/|X||9|/|7|/|X||9|/|X||9|/|X|||
LEAVE|||||||||||||10||||4||245||||4||||4|||||
SCORE|||||||||29||49||69||89||106||126||146||166||186||206|||||
TYPE||||||||||||||||||||||||||||||||
BOARD|||||||||pocket||pocket||pocket||pocket||h-pocket||light||pocket||h-pocket||pocket||light||pocket|||
LANE|||||||||20||19||20||19||20||19||20||19||20||19||19|||
BALL|||||||||RPH||RPH||RPH|RPH|RPH||RPH|RPH|RPH|RPH|RPH||RPH|RPH|RPH||RPH|RPH|RPH|||
COUNT|Sr-Singles|Fa-24|17|12/23/24|1|28|NUB|RPH|X||X||X||9|/|7|2|X||7|2|9|/|X||X||9|/||
LEAVE|||||||||||||||10||245|4|||6710|7|6||||||10|||
SCORE|||||||||30||59||79||96||105||124||133||153||182||202|||||
TYPE|||||||||||||||||||||split-1|split-2||||||||||
BOARD|||||||||pocket||pocket||pocket||pocket||light|right|pocket||nose||high||pocket||pocket||pocket|||
LANE|||||||||28||27||28||27||28||27||28||27||28||27||28|||
BALL|||||||||NUB||NUB||NUB||NUB|RPH|NUB|RPH|NUB||NUB|RPH|NUB|RPH|NUB||NUB||NUB|RPH||
COUNT|Sr-Singles|Fa-24|17|12/23/24|2|27|NUB|RPH|8|/|X||X||X||9|/|X||7|2|X||9|/|X||9|/||
LEAVE|||||||||47||||||||4||||3610|3|||7||||7|||
SCORE|||||||||20||50||79||99||119||138||147||167||187||207|||||
TYPE||||||||||||||||||||||||||||||||
BOARD|||||||||h-pocket||pocket||pocket||pocket||h-pocket||pocket||high|right|pocket||pocket||pocket||pocket|||
LANE|||||||||27||28||27||28||27||28||27||28||27||28||28|||
BALL|||||||||NUB|RPH|NUB||NUB||NUB||NUB|RPH|NUB||NUB|RPH|NUB||NUB|RPH|NUB||NUB|RPH||
COUNT|Sr-Singles|Fa-24|17|12/23/24|3|28|NUB|RPH|5|2|X||X||X||8|1|X||8|/|9|/|9|/|X||9|-||
LEAVE|||||||||467910|4910|||||||49|9|||610||5||9||||10|10||
SCORE|||||||||7||37||65||84||93||113||132||151||171||190|||||
TYPE|||||||||split-1|split-2|||||||split-1|split-2||||||||||||||
BOARD|||||||||nose||pocket||pocket||pocket||h-pocket||pocket||high||l-pocket||pocket||pocket||pocket|right||
LANE|||||||||28||27||28||27||28||27||28||27||28||27||28|||
BALL|||||||||NUB|RPH|NUB||NUB||NUB||NUB|RPH|NUB||NUB|RPH|NUB|RPH|NUB|RPH|NUB||NUB|RPH||
COUNT|Sr-Singles|Fa-24|20|12/23/24|1|25|NUB|RPH|X||9|/|6|/|9|/|9|/|X||7|/|X||9|/|8|1||||
LEAVE|||||||||||7||12410||10||2||||124||||10||57|7||||
SCORE|||||||||20||36||55||74||94||114||134||154||172||181|||||
TYPE|||||||||||||wash-1|wash-2|||||||||||||m-split-1|m-split-2||||
BOARD|||||||||pocket||pocket||right||pocket||light||pocket||right||pocket||pocket||l-pocket|left||||
LANE|||||||||25||26||25||26||25||26||25||26||25||26||26|||
BALL|||||||||NUB||NUB||NUB||NUB||NUB||NUB||NUB||NUB||NUB||NUB||NUB|||
COUNT|Sr-Singles|Fa-24|20|12/23/24|2|26|NUB|RPH|X||9|/|9|-|8|1|X||9|/|X||X||X||X||X||X|
LEAVE|||||||||||2||10|10|710|7|||10|||||||||||||
SCORE|||||||||20||39||48||57||77||97||127||157||187||217|||||
TYPE|||||||||||||||split-1|split-2||||||||||||||||
BOARD|||||||||pocket||light||pocket||pocket||pocket||pocket||pocket||pocket||pocket||pocket||pocket||pocket|
LANE|||||||||26||25||26||25||26||25||26||25||26||25||25|||
BALL|||||||||NUB||NUB||NUB||NUB||NUB||NUB||NUB||NUB||NUB||NUB||NUB|||
COUNT|Sr-Singles|Fa-24|20|12/23/24|3|25|NUB|RPH|9|/|9|/|X||9|-|8|/|X||9|/|X||X||9|/|9|||
LEAVE|||||||||4||10||||10|10|36||||10||||||7||7|||
SCORE|||||||||19||39||58||67||87||107||127||156||176||195|||||
TYPE||||||||||||||||||||||||||||||||
BOARD|||||||||h-pocket||pocket||pocket||pocket||high||pocket||pocket||pocket||pocket||pocket||pocket|||
LANE|||||||||25||26||25||26||25||26||25||26||25||26||26|||
BALL|||||||||NUB||NUB||NUB||NUB||NUB||NUB||NUB||NUB||NUB||NUB||NUB||NUB|
COUNT|Sr-Singles|Fa-24|18|12/30/24|1|22|NUB|RPH|X||X||9|-|9|/|X||8|/|9|/|X||9|/|X||9|-||
LEAVE|||||||||||||10|10|8||||310||9||||4||||10|10||
SCORE|||||||||29||48||57||77||97||116||136||156||176||195|||||
TYPE|||||||||||||||||||m-split-1|m-split-2||||||||||||
BOARD|||||||||pocket||pocket||pocket|right|light||pocket||high||pocket||pocket||h-pocket||pocket||pocket|left||
LANE|||||||||22||21||22||21||22||21||22||21||22||21||21|||
BALL|||||||||NUB||NUB||NUB|RPH|NUB|RPH|NUB||NUB|RPH|NUB|RPH|NUB||NUB|RPH|NUB||NUB|RPH||
COUNT|Sr-Singles|Fa-24|18|12/30/24|2|21|NUB|RPH|9|/|9|/|6|/|X||9|/|X||X||X||7|2|X||6|/||
LEAVE|||||||||4||10||2458||||2||||||||4710||10||36710|||
SCORE|||||||||19||35||55||75||95||125||152||171||180||200|||||
TYPE|||||||||||||||||||||||||||||m-split-1|m-solit-2||
BOARD|||||||||h-pocket||pocket||light||pocket||light||pocket||pocket||pocket||high||pocket||high|||
LANE|||||||||21||22||21||22||21||22||21||22||21||22||22|||
